Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score,Score_Range,Parent_Edu_mapped,Motivation_mapped
High,32,49,3,0,2,1,0,0,2,0,2,29,5,0,2,1,2,0,42,2,Higher,High
Low,50,13,3,3,2,1,1,0,0,2,0,3,5,0,0,0,1,2,23,1,School,High
Medium,59,58,1,1,0,2,0,0,0,0,0,18,0,1,0,0,0,0,49,2,School,Low
Low,5,2,4,5,0,0,0,1,0,1,1,14,3,0,0,0,4,1,4,0,College,Low
Low,36,39,2,1,2,1,0,0,2,0,0,14,0,0,2,1,4,2,27,1,School,High
High,30,65,2,2,2,0,0,1,2,1,2,3,1,0,2,0,1,0,50,2,Higher,High
High,33,33,1,6,1,0,0,1,2,1,0,13,5,1,2,1,1,0,36,1,School,Medium
Medium,40,8,2,3,1,2,1,1,1,0,2,14,0,0,1,1,1,2,19,0,Higher,Medium
High,28,20,0,0,1,1,1,1,2,1,2,18,0,0,1,0,3,1,31,1,Higher,Medium
Medium,57,24,4,0,1,2,1,0,2,1,0,17,5,2,1,0,2,0,32,1,School,Medium
High,13,43,3,5,0,2,1,0,0,1,1,1,6,1,2,0,4,2,34,1,College,Low
Medium,35,24,3,0,1,0,1,1,2,0,0,21,6,0,0,0,0,0,19,0,School,Medium
Low,35,8,1,2,1,0,1,1,2,0,1,19,2,0,0,0,3,0,10,0,College,Medium
Low,52,61,3,4,2,1,1,0,1,1,0,29,3,0,1,1,2,2,45,2,School,High
Medium,14,25,0,0,1,0,1,0,2,2,0,22,0,2,0,1,3,2,18,0,School,Medium
Low,7,56,0,5,2,1,0,0,0,1,0,13,6,2,1,1,2,1,26,1,School,High
High,25,36,1,1,2,1,1,0,1,0,2,3,6,2,0,1,1,1,35,1,Higher,High
High,35,15,3,6,1,1,1,1,2,1,0,1,3,0,2,0,0,0,30,1,School,Medium
High,47,36,2,0,1,2,0,0,2,1,2,12,0,1,1,0,1,1,38,1,Higher,Medium
Medium,20,23,2,0,2,2,1,1,2,0,2,6,0,1,1,1,4,0,20,0,Higher,High
Low,27,25,4,0,0,0,0,0,1,0,2,28,0,2,0,1,4,2,31,1,Higher,Low
Low,3,19,1,5,2,0,1,1,1,2,0,27,6,0,2,0,4,2,7,0,School,High
Low,15,8,4,6,0,1,1,0,2,1,0,22,6,1,2,0,4,1,18,0,School,Low
Medium,21,28,2,4,0,1,0,0,0,1,0,7,6,0,2,1,3,0,29,1,School,Low
Medium,11,30,2,0,1,2,1,0,2,1,0,29,2,2,2,0,0,1,18,0,School,Medium
High,15,18,2,4,1,2,0,0,1,2,2,9,0,2,1,0,0,0,20,0,Higher,Medium
Medium,50,19,4,4,1,1,0,1,1,2,1,21,6,0,2,0,4,0,28,1,College,Medium
Medium,39,26,1,6,1,0,0,0,1,1,0,2,4,1,0,1,2,2,32,1,School,Medium
Low,37,43,0,6,2,0,1,0,0,0,2,3,1,1,1,0,1,2,33,1,Higher,High
Low,41,34,0,2,0,0,0,1,2,1,2,21,5,2,0,0,4,0,27,1,Higher,Low
Medium,36,21,2,1,2,1,0,1,2,1,1,21,5,0,2,0,2,1,21,1,College,High
High,28,14,1,0,0,1,1,1,1,1,1,5,6,2,1,0,0,1,34,1,College,Low
Low,17,12,1,0,2,0,0,1,2,0,1,14,0,1,0,1,1,1,0,0,College,High
High,9,3,3,0,0,2,0,0,0,2,1,20,5,0,2,1,0,0,14,0,College,Low
Low,41,55,3,4,1,0,1,0,0,2,1,6,4,0,1,0,0,0,38,1,College,Medium
Medium,38,22,4,6,0,0,1,0,2,1,0,6,3,2,2,0,3,0,30,1,School,Low
Medium,17,33,3,3,1,0,1,0,2,1,1,22,2,0,2,1,1,2,26,1,College,Medium
High,0,16,4,1,0,1,0,1,2,1,0,14,3,0,2,1,3,0,26,1,School,Low
Medium,38,27,0,5,2,1,0,0,2,0,0,25,2,0,2,0,4,1,31,1,School,High
Medium,20,13,2,0,0,2,1,1,2,1,2,5,3,0,0,0,1,0,11,0,Higher,Low
High,0,33,1,3,2,1,0,0,2,0,2,19,3,2,2,0,2,0,28,1,Higher,High
Medium,14,56,0,3,2,1,0,1,1,1,1,27,1,0,1,1,0,2,35,1,College,High
Medium,3,54,0,6,1,2,1,1,1,1,2,18,1,1,0,1,0,2,36,1,Higher,Medium
High,59,65,4,3,0,0,1,1,1,1,1,11,1,2,2,1,3,2,55,3,College,Low
Low,19,36,2,1,2,1,1,1,0,2,2,28,6,0,1,1,3,2,17,0,Higher,High
Medium,9,67,4,3,0,2,0,1,0,1,0,14,3,2,1,1,3,1,36,1,School,Low
Low,22,25,0,5,1,2,1,1,0,1,0,10,6,1,0,1,1,0,9,0,School,Medium
Low,40,60,1,0,1,0,0,1,0,1,2,17,5,0,0,0,0,0,40,1,Higher,Medium
High,33,66,3,5,0,2,1,1,1,1,1,2,6,0,0,1,2,2,55,3,College,Low
Low,59,51,4,0,2,0,0,0,2,0,2,15,2,2,0,0,1,1,36,1,Higher,High
High,45,17,0,2,2,0,1,1,2,0,1,4,1,2,2,1,0,1,32,1,College,High
Low,47,52,3,4,2,0,0,0,2,1,0,3,2,2,0,0,4,2,40,1,School,High
Medium,32,62,3,3,0,0,0,1,0,0,0,14,2,2,0,1,4,2,44,2,School,Low
Low,33,52,0,5,2,0,0,0,1,1,0,0,0,2,1,0,3,2,33,1,School,High
Medium,38,26,2,4,2,2,0,0,2,1,0,21,4,0,0,0,3,0,31,1,School,High
Low,9,30,0,4,2,1,0,1,0,0,0,2,3,2,1,0,3,2,20,0,School,High
High,53,0,1,4,1,0,0,0,0,0,1,9,4,2,2,1,0,0,20,0,College,Medium
High,19,5,3,4,2,0,0,0,0,1,1,27,3,2,1,1,3,2,17,0,College,High
High,0,10,1,4,0,1,1,0,2,2,0,12,2,1,2,1,2,2,19,0,School,Low
Low,12,33,4,0,0,1,0,1,1,1,0,14,6,0,1,1,2,1,22,1,School,Low
High,0,62,3,1,2,0,0,1,2,1,1,13,4,2,1,0,4,1,40,1,College,High
High,4,52,2,3,0,1,0,1,1,2,1,14,0,0,0,1,1,0,42,2,College,Low
Medium,15,17,0,3,0,0,0,1,1,0,2,27,4,0,1,1,0,0,14,0,Higher,Low
Low,14,20,4,0,2,2,0,0,2,2,2,12,5,2,2,0,1,1,5,0,Higher,High
Low,48,18,1,5,1,1,1,0,2,1,0,24,4,1,1,1,3,1,32,1,School,Medium
Medium,27,3,4,0,2,0,1,0,0,0,0,21,0,1,0,1,0,0,18,0,School,High
Low,30,28,2,6,0,2,1,0,0,2,0,26,0,0,0,0,3,1,15,0,School,Low
High,22,24,0,4,0,1,0,1,2,2,1,24,1,2,2,1,1,0,31,1,College,Low
High,47,55,4,1,2,2,0,1,2,1,1,22,5,0,0,0,4,2,53,3,College,High
High,44,62,1,3,0,0,0,1,1,2,1,22,3,0,1,0,2,1,55,3,College,Low
Medium,42,26,4,5,1,1,1,1,1,1,0,4,2,2,2,0,2,0,35,1,School,Medium
Medium,16,59,0,2,2,1,1,0,0,0,0,10,4,1,0,0,2,2,35,1,School,High
High,48,48,4,0,0,2,1,0,1,2,2,26,4,0,1,1,0,1,54,3,Higher,Low
High,33,64,1,2,1,0,0,0,2,0,1,22,2,0,0,1,3,0,55,3,College,Medium
High,12,37,0,3,0,0,0,1,1,0,1,13,0,0,0,1,2,0,28,1,College,Low
Low,13,51,2,0,1,2,0,0,1,1,2,0,6,0,2,0,3,0,18,0,Higher,Medium
Medium,10,0,2,3,0,1,0,0,1,2,0,24,0,0,2,0,2,0,12,0,School,Low
Medium,27,39,3,0,2,1,1,0,2,0,0,4,4,2,2,0,1,1,30,1,School,High
Medium,41,20,4,5,0,2,1,0,0,2,0,24,4,1,1,0,4,2,37,1,School,Low
Medium,31,14,1,3,2,2,1,0,1,2,1,2,6,2,0,1,3,0,19,0,College,High
High,34,49,4,6,1,0,1,0,2,2,2,26,2,2,2,0,0,0,44,2,Higher,Medium
Low,58,47,0,2,1,1,1,1,1,2,0,22,2,2,1,1,2,1,40,1,School,Medium
Medium,30,31,3,1,0,2,0,0,1,0,0,0,6,1,1,1,1,2,28,1,School,Low
High,16,48,1,5,2,0,1,1,2,2,1,17,6,2,1,0,2,1,39,1,College,High
Medium,46,67,4,6,2,2,0,1,1,1,2,14,5,1,0,1,4,1,55,3,Higher,High
Low,8,44,1,5,1,0,0,1,2,1,1,11,3,0,2,1,2,1,20,0,College,Medium
High,9,31,0,0,1,0,1,0,0,2,0,26,6,0,0,1,4,1,19,0,School,Medium
High,7,3,3,2,0,2,1,0,1,2,0,12,0,2,1,0,3,0,23,1,School,Low
Medium,20,64,1,3,1,0,0,1,2,1,2,5,1,0,0,1,4,0,37,1,Higher,Medium
Low,12,64,0,2,1,0,0,0,1,2,0,2,5,0,2,0,1,1,33,1,School,Medium
Medium,58,17,2,5,2,2,0,0,1,0,2,29,1,0,1,1,1,2,37,1,Higher,High
Low,49,53,1,0,2,1,0,0,1,2,0,10,5,2,0,1,3,2,43,2,School,High
Low,4,46,3,2,2,1,1,1,2,2,2,10,2,2,2,1,0,1,19,0,Higher,High
High,5,5,1,6,1,0,0,0,2,0,0,28,3,1,2,1,1,0,14,0,School,Medium
High,29,65,1,3,0,1,1,0,2,2,0,28,4,0,2,0,3,0,55,3,School,Low
High,30,8,0,4,0,0,1,1,0,0,1,21,2,2,2,0,3,2,31,1,College,Low
Low,16,67,4,5,1,2,1,1,1,0,1,9,2,0,1,1,1,2,35,1,College,Medium
Medium,10,22,4,1,0,2,1,0,2,1,0,14,5,2,1,1,3,1,17,0,School,Low
High,19,42,1,1,1,1,0,0,1,1,2,16,2,1,0,1,3,2,31,1,Higher,Medium
High,47,50,3,5,0,0,0,1,1,2,0,20,1,1,2,0,2,0,52,3,School,Low
High,8,24,3,4,1,0,1,1,1,1,1,9,2,2,2,1,3,2,22,1,College,Medium
Medium,1,34,0,0,2,2,0,1,2,2,2,11,3,0,1,1,1,2,17,0,Higher,High
High,36,16,1,2,0,2,1,0,0,2,0,19,1,1,0,0,1,0,33,1,School,Low
Low,0,17,1,2,2,2,1,0,0,1,0,8,3,2,0,1,1,1,3,0,School,High
High,3,26,4,4,2,0,0,0,0,1,1,3,5,1,1,0,2,2,21,1,College,High
Low,35,14,0,6,0,2,0,0,0,2,2,26,1,2,1,0,1,0,23,1,Higher,Low
High,53,68,2,4,1,1,0,0,2,2,2,15,5,1,1,1,3,1,55,3,Higher,Medium
Low,57,14,3,3,2,0,0,0,0,2,2,23,6,2,1,1,4,2,23,1,Higher,High
Low,24,41,3,3,2,1,1,1,0,0,0,21,6,1,1,1,2,2,24,1,School,High
Medium,2,33,1,1,1,2,1,0,2,2,1,6,3,1,1,1,4,1,19,0,College,Medium
High,8,47,0,0,1,0,1,0,2,2,0,4,0,2,0,0,0,2,34,1,School,Medium
Low,21,7,2,0,0,2,0,1,1,2,1,14,0,1,1,1,4,1,10,0,College,Low
High,22,9,3,6,0,0,0,1,1,1,1,22,1,2,1,0,3,0,28,1,College,Low
High,11,4,0,4,1,2,1,1,0,1,2,25,0,1,0,1,2,1,9,0,Higher,Medium
High,9,47,2,1,2,0,0,1,1,0,0,15,4,1,0,0,1,1,29,1,School,High
Medium,33,25,1,1,1,0,1,1,2,2,2,28,5,2,2,1,1,2,25,1,Higher,Medium
Medium,42,22,4,3,0,0,1,1,1,2,1,5,3,1,2,0,4,1,31,1,College,Low
High,9,61,3,2,2,1,1,1,1,2,1,20,1,1,0,1,4,2,37,1,College,High
Low,29,12,3,6,2,2,0,1,2,2,2,15,5,2,1,0,4,1,16,0,Higher,High
Low,21,8,2,0,0,2,0,1,0,2,2,17,0,0,0,1,3,0,4,0,Higher,Low
High,5,19,4,6,2,0,1,0,1,2,1,19,1,2,1,0,1,0,26,1,College,High
Medium,49,56,0,1,1,1,0,0,1,1,0,2,4,0,1,1,0,1,48,2,School,Medium
High,1,23,1,3,0,0,0,0,0,0,2,18,1,1,1,1,3,1,22,1,Higher,Low
Low,29,32,0,3,2,0,0,1,1,1,0,14,1,0,0,1,1,2,21,1,School,High
High,1,19,2,3,0,2,1,0,0,1,1,15,6,0,1,1,1,0,24,1,College,Low
High,31,59,3,6,2,0,0,1,2,1,2,18,6,2,0,0,1,2,55,3,Higher,High
Medium,41,47,3,2,1,0,0,1,2,0,2,24,5,0,1,0,1,2,35,1,Higher,Medium
High,15,63,0,1,0,0,0,1,0,2,1,14,2,0,1,1,2,2,46,2,College,Low
High,11,29,1,4,2,2,1,1,2,0,2,24,2,1,0,1,1,0,26,1,Higher,High
High,0,16,2,4,1,0,1,0,2,1,2,19,2,2,0,0,4,1,25,1,Higher,Medium
High,52,13,1,3,1,0,1,0,2,1,0,20,2,2,1,1,1,0,35,1,School,Medium
High,7,18,2,3,1,2,0,1,2,1,2,4,3,0,1,0,0,2,21,1,Higher,Medium
High,47,58,1,2,2,0,1,0,2,1,0,10,4,1,2,0,2,2,52,3,School,High
Low,49,66,0,3,2,1,0,0,2,2,2,8,6,2,0,1,0,2,46,2,Higher,High
High,12,43,4,5,1,2,1,1,1,1,2,4,1,1,2,1,0,2,40,1,Higher,Medium
Medium,14,31,2,1,1,0,0,0,1,1,1,10,6,0,2,0,0,1,19,0,College,Medium
High,52,10,0,3,1,0,1,0,1,2,1,22,5,0,2,0,3,2,27,1,College,Medium
High,43,1,3,3,1,2,1,0,2,1,0,6,4,2,0,0,1,1,25,1,School,Medium
Low,7,67,3,1,1,2,0,1,1,2,0,27,1,0,1,0,1,1,24,1,School,Medium
High,9,16,1,0,2,1,1,0,0,0,1,14,5,1,1,0,0,2,25,1,College,High
High,45,39,3,5,0,0,0,0,0,2,1,20,2,1,0,1,1,2,45,2,College,Low
Low,4,45,4,5,0,0,0,1,0,1,1,22,3,0,2,0,3,1,18,0,College,Low
Low,49,3,2,4,0,0,0,0,1,2,2,20,1,0,0,1,1,1,11,0,Higher,Low
Low,18,37,1,3,2,2,0,0,2,1,0,14,1,1,1,0,1,2,19,0,School,High
Medium,46,62,2,1,0,2,0,1,0,1,0,19,0,0,0,0,0,0,52,3,School,Low
High,37,28,2,4,0,2,0,1,1,0,2,18,3,0,2,1,2,2,38,1,Higher,Low
Medium,58,18,0,6,0,0,1,0,1,1,1,16,3,0,0,1,2,0,37,1,College,Low
High,10,28,3,6,0,0,1,1,2,1,0,0,3,1,1,0,1,1,33,1,School,Low
High,52,34,2,2,1,2,1,0,2,1,0,2,4,0,1,0,0,0,37,1,School,Medium
Low,42,69,4,6,2,1,1,1,1,2,2,26,2,1,1,0,2,2,46,2,Higher,High
High,19,22,4,6,0,0,1,1,2,1,0,8,0,2,2,1,2,1,30,1,School,Low
Low,19,45,3,0,1,1,1,1,2,1,0,17,4,0,1,1,4,1,20,0,School,Medium
Low,20,43,3,3,0,0,0,0,2,1,1,7,5,0,1,0,2,1,23,1,College,Low
Medium,17,47,1,0,0,0,0,0,2,0,1,21,2,0,0,0,3,0,28,1,College,Low
Low,56,51,1,3,0,0,0,1,2,0,1,16,6,2,0,0,4,0,45,2,College,Low
Low,49,7,1,3,0,0,1,1,1,2,0,11,1,0,2,1,0,1,16,0,School,Low
High,9,54,3,3,0,0,0,0,0,0,1,3,0,1,2,1,4,0,39,1,College,Low
High,33,65,2,0,1,0,0,1,1,0,2,4,4,0,0,0,2,2,54,3,Higher,Medium
High,25,39,0,5,0,1,0,1,1,2,1,27,0,1,1,0,4,0,40,1,College,Low
Medium,29,30,1,2,1,1,0,1,1,0,1,14,2,1,0,0,0,1,33,1,College,Medium
Low,8,47,0,5,0,2,1,0,1,1,0,24,5,1,0,1,1,2,19,0,School,Low
Low,45,60,4,1,2,2,0,0,1,1,1,18,5,1,1,1,3,1,36,1,College,High
Medium,50,51,3,1,1,1,0,1,2,1,2,22,4,1,0,0,1,1,46,2,Higher,Medium
High,30,37,4,6,0,0,0,1,0,0,1,20,6,0,0,1,0,2,43,2,College,Low
Low,41,35,1,5,1,1,1,0,2,2,1,13,5,0,1,0,1,1,33,1,College,Medium
High,54,54,2,2,0,0,1,0,0,0,2,7,4,0,1,1,3,2,55,3,Higher,Low
Medium,3,12,1,6,0,0,0,1,1,2,2,12,0,1,2,1,0,0,13,0,Higher,Low
Medium,5,36,0,2,1,0,0,1,1,1,1,28,1,2,2,1,1,2,17,0,College,Medium
Medium,13,46,1,3,0,0,1,1,1,2,0,14,1,0,0,1,3,0,31,1,School,Low
Medium,3,21,2,3,0,2,1,0,1,1,2,11,1,0,2,1,4,2,18,0,Higher,Low
Medium,25,38,2,1,0,0,0,1,1,0,2,2,2,0,1,0,1,2,32,1,Higher,Low
Low,46,57,3,3,0,0,1,0,1,0,0,4,0,1,1,1,4,1,42,2,School,Low
High,47,29,3,6,0,2,1,1,1,2,2,3,5,0,2,0,2,0,49,2,Higher,Low
Low,38,17,2,3,0,0,1,1,0,0,2,15,2,1,1,0,4,2,20,0,Higher,Low
Medium,16,17,2,2,1,0,0,1,1,2,0,28,2,0,1,0,4,2,13,0,School,Medium
High,18,38,0,0,2,2,1,0,1,0,1,4,5,0,0,1,2,1,25,1,College,High
High,50,25,1,5,0,2,1,0,1,0,0,8,1,1,1,1,0,1,48,2,School,Low
Low,48,6,3,4,1,0,0,1,0,0,1,13,1,1,0,1,2,0,10,0,College,Medium
Low,5,68,0,4,2,1,0,1,0,2,2,27,1,0,1,1,4,1,27,1,Higher,High
High,28,64,1,3,1,0,0,1,1,2,2,16,6,1,0,0,0,2,54,3,Higher,Medium
Low,10,45,3,3,2,1,1,0,2,2,1,2,5,1,2,1,1,2,15,0,College,High
High,15,17,0,5,2,0,1,1,0,0,0,14,0,1,0,1,3,2,27,1,School,High
Medium,29,12,4,4,2,0,0,1,1,1,2,18,0,2,1,0,0,1,20,0,Higher,High
High,24,24,4,2,1,0,0,0,0,2,0,18,5,1,0,1,4,0,27,1,School,Medium
Low,39,7,3,4,2,0,0,0,2,1,1,13,1,1,0,0,1,2,14,0,College,High
Low,10,31,0,4,0,0,0,1,1,2,1,25,2,2,0,0,0,1,19,0,College,Low
High,6,16,1,6,0,0,0,0,0,2,1,6,0,1,2,0,3,2,20,0,College,Low
High,25,47,1,4,2,1,1,0,2,1,0,26,4,2,1,0,4,1,43,2,School,High
High,55,62,0,3,2,0,1,0,0,1,0,28,2,0,0,0,2,0,53,3,School,High
High,21,39,4,6,0,0,0,0,0,0,1,20,5,0,2,1,3,1,37,1,College,Low
High,24,14,0,3,1,2,1,0,1,1,2,5,2,0,0,1,3,0,25,1,Higher,Medium
Medium,18,5,4,5,1,1,0,0,1,2,1,26,6,1,0,1,3,0,11,0,College,Medium
High,30,62,4,4,0,0,1,0,0,1,2,16,3,2,1,0,3,1,52,3,Higher,Low
Low,25,7,1,3,1,0,1,0,2,1,2,22,0,0,2,1,1,0,8,0,Higher,Medium
Low,41,31,3,5,1,2,0,1,1,1,2,19,6,1,0,1,0,1,29,1,Higher,Medium
Medium,40,44,2,4,2,2,0,1,0,1,0,8,4,0,1,0,3,2,43,2,School,High
Medium,35,51,0,2,1,0,0,0,0,0,0,20,0,0,0,1,3,0,36,1,School,Medium
Medium,22,12,4,3,0,0,0,0,1,2,2,0,6,0,1,1,4,2,16,0,Higher,Low
Medium,46,23,0,0,1,2,1,1,1,2,1,18,2,1,2,1,2,2,28,1,College,Medium
Low,12,39,3,5,2,2,1,1,0,2,2,21,5,2,2,1,4,0,24,1,Higher,High
High,24,13,3,3,0,1,0,1,1,0,2,13,0,2,2,0,0,1,29,1,Higher,Low
Medium,1,69,2,2,0,0,1,1,0,1,1,13,2,2,0,0,1,1,38,1,College,Low
Low,1,61,2,2,0,0,0,1,2,2,0,7,4,2,2,0,2,1,30,1,School,Low
Low,15,60,4,3,2,0,0,0,1,2,2,23,2,1,2,0,4,1,30,1,Higher,High
High,8,0,2,1,0,2,0,0,1,1,0,25,6,1,1,1,4,2,13,0,School,Low
Low,27,65,4,5,2,1,0,1,0,2,1,17,5,1,2,1,1,1,39,1,College,High
Low,12,31,1,4,2,0,0,0,1,1,0,14,1,0,1,0,1,0,14,0,School,High
High,34,12,4,4,1,0,1,1,2,0,2,15,5,2,2,0,2,2,30,1,Higher,Medium
High,40,32,2,2,0,2,1,1,0,2,0,9,2,1,0,0,3,1,37,1,School,Low
Medium,12,31,0,3,1,0,1,0,2,2,0,20,1,0,0,0,1,2,19,0,School,Medium
Low,30,55,2,1,1,2,0,0,2,1,1,16,4,0,2,0,4,0,25,1,College,Medium
Low,20,23,3,5,2,0,0,0,2,0,1,14,4,0,1,1,4,0,16,0,College,High
Medium,31,3,2,0,1,0,1,0,2,2,1,29,2,2,0,1,3,1,19,0,College,Medium
High,53,22,1,4,1,2,1,1,0,1,1,29,1,1,0,0,3,0,37,1,College,Medium
High,33,28,4,6,1,0,0,0,1,0,1,14,2,0,0,0,1,2,35,1,College,Medium
High,7,20,3,5,0,2,1,1,2,1,1,4,6,1,1,1,3,0,25,1,College,Low
Low,58,29,4,5,1,2,0,0,2,2,1,18,4,0,2,0,4,1,34,1,College,Medium
Low,40,19,4,1,2,2,0,0,0,2,1,13,1,0,0,1,1,2,7,0,College,High
High,47,15,2,5,0,0,0,1,2,2,0,18,3,1,0,0,2,1,42,2,School,Low
Medium,1,66,0,4,2,2,1,1,2,1,1,14,3,0,0,1,0,2,41,2,College,High
Low,37,48,3,3,0,2,0,1,2,0,0,15,4,0,0,1,1,1,30,1,School,Low
High,31,57,1,4,0,1,0,0,2,2,2,14,5,0,0,1,2,0,55,3,Higher,Low
Low,53,43,1,0,0,1,1,1,1,2,1,10,1,2,0,0,4,0,40,1,College,Low
High,39,24,0,3,2,0,0,0,2,1,0,26,2,0,2,0,1,1,34,1,School,High
Low,57,22,0,2,1,0,0,1,0,2,1,4,5,2,0,1,1,1,22,1,College,Medium
Medium,27,58,2,1,0,0,1,1,1,1,2,16,5,2,0,1,1,1,46,2,Higher,Low
Medium,36,0,1,4,2,0,1,0,0,2,0,7,6,1,0,1,3,1,19,0,School,High
High,40,14,3,3,0,0,0,0,1,0,1,12,4,2,2,0,3,1,27,1,College,Low
Medium,0,51,0,5,1,2,1,1,1,2,0,26,4,0,1,1,4,0,24,1,School,Medium
High,40,57,0,3,0,0,1,1,2,1,2,22,0,2,1,1,2,1,49,2,Higher,Low
Low,9,40,0,4,2,0,0,0,2,2,0,14,5,1,0,0,1,2,19,0,School,High
Medium,54,43,3,2,0,1,0,0,0,1,1,17,5,1,2,1,0,2,42,2,College,Low
High,3,3,1,4,2,0,0,1,1,1,0,26,6,0,2,0,0,0,15,0,School,High
High,34,67,3,2,1,0,0,1,1,1,0,8,2,2,1,1,0,1,48,2,School,Medium
Medium,9,6,3,5,1,0,0,0,2,0,2,15,2,2,1,0,3,0,11,0,Higher,Medium
High,46,45,2,4,0,0,0,1,1,0,2,6,3,1,2,1,4,0,47,2,Higher,Low
High,10,8,0,3,1,2,1,1,2,2,1,27,0,1,0,0,1,1,18,0,College,Medium
High,13,32,1,0,2,0,0,0,2,1,2,14,5,1,2,0,4,2,26,1,Higher,High
Low,37,32,2,0,0,1,1,1,0,0,0,13,2,1,1,0,3,2,33,1,School,Low
Medium,11,3,2,5,2,2,1,0,2,1,2,7,5,1,2,0,1,1,12,0,Higher,High
High,44,64,4,6,0,1,0,0,2,2,1,1,2,2,0,1,1,1,55,3,College,Low
High,16,33,0,6,2,0,1,1,1,1,0,14,6,2,0,0,4,1,38,1,School,High
Medium,15,63,1,3,0,2,0,0,0,0,1,3,3,2,1,1,0,1,41,2,College,Low
Medium,34,24,1,0,2,0,1,0,0,0,1,24,0,0,2,0,0,1,23,1,College,High
High,1,54,1,5,2,0,1,0,0,1,0,14,0,0,2,1,2,2,38,1,School,High
High,10,8,0,2,0,1,1,1,2,1,0,1,1,0,0,0,2,0,21,1,School,Low
Low,40,16,1,3,2,0,1,1,0,1,0,9,5,2,2,1,4,0,21,1,School,High
High,2,20,3,6,1,1,1,1,2,1,1,5,6,2,0,1,1,2,29,1,College,Medium
Low,28,59,3,2,2,0,1,0,2,1,2,10,4,0,0,1,3,1,32,1,Higher,High
High,17,12,0,3,0,1,0,0,2,1,0,27,1,2,2,1,3,1,30,1,School,Low
Medium,19,2,1,2,1,2,1,1,2,2,1,20,0,1,1,0,2,0,15,0,College,Medium
High,46,67,4,2,1,0,0,1,0,2,1,14,5,0,2,1,2,1,52,3,College,Medium
Medium,13,3,4,0,2,0,0,0,0,0,2,29,3,2,2,0,3,0,10,0,Higher,High
High,33,6,4,3,2,1,1,1,1,1,2,17,1,1,1,1,0,2,29,1,Higher,High
Low,48,25,3,4,2,0,1,0,0,2,1,24,3,0,2,0,4,2,27,1,College,High
Low,53,23,4,0,1,2,1,1,1,1,2,14,0,2,0,0,2,0,24,1,Higher,Medium
Low,30,9,1,2,1,1,0,1,0,0,2,5,5,2,2,0,2,1,13,0,Higher,Medium
High,57,12,1,2,1,1,1,1,0,2,1,16,3,1,0,1,3,0,37,1,College,Medium
Medium,39,43,4,6,0,1,0,1,0,1,1,9,1,0,1,0,0,0,41,2,College,Low
Low,41,38,2,4,0,0,1,0,2,1,0,23,0,2,2,1,3,2,30,1,School,Low
Low,57,18,4,6,2,2,1,1,0,1,0,28,0,1,2,0,2,0,32,1,School,High
Low,17,50,2,4,0,0,0,0,0,1,2,29,1,2,1,1,3,2,34,1,Higher,Low
Low,29,18,0,2,0,1,1,0,1,1,1,19,5,2,1,1,4,2,22,1,College,Low
Medium,24,51,0,4,2,2,0,1,0,1,0,25,4,0,0,1,2,2,33,1,School,High
Low,18,46,1,1,2,0,1,0,2,0,1,3,1,0,1,1,2,0,25,1,College,High
Low,7,29,3,6,1,2,1,0,0,1,2,27,1,2,0,0,2,0,14,0,Higher,Medium
Low,27,45,1,6,1,2,1,1,1,1,2,1,5,2,1,0,2,1,27,1,Higher,Medium
Medium,7,20,1,0,2,2,1,1,0,2,1,20,2,0,0,1,2,1,8,0,College,High
High,30,47,3,3,2,0,1,1,0,1,0,14,0,2,1,1,1,2,46,2,School,High
High,2,61,1,6,0,0,0,1,1,1,0,11,2,2,0,1,1,1,47,2,School,Low
Low,2,57,3,4,0,2,0,1,0,2,1,3,2,2,0,1,3,1,27,1,College,Low
Low,43,17,1,4,0,2,0,1,1,2,2,16,2,1,2,1,1,2,23,1,Higher,Low
Low,21,58,0,1,2,1,0,0,1,1,2,1,3,1,0,0,2,2,33,1,Higher,High
Low,16,47,2,3,2,2,0,0,2,0,2,16,6,0,2,0,2,0,30,1,Higher,High
Medium,35,62,1,1,1,0,1,1,2,2,1,28,1,2,2,0,2,2,38,1,College,Medium
High,16,11,2,3,0,2,1,0,1,2,0,14,2,2,1,0,1,1,30,1,School,Low
Low,13,33,4,6,1,1,1,0,2,1,1,13,3,1,2,0,1,1,17,0,College,Medium
Low,50,60,1,6,2,2,1,0,2,2,0,10,3,0,0,0,0,1,44,2,School,High
Low,8,52,0,0,0,1,1,1,1,1,0,14,6,0,1,1,2,0,27,1,School,Low
Low,29,24,3,4,1,1,0,1,0,0,0,24,0,2,0,1,0,1,17,0,School,Medium
Low,20,61,0,0,2,1,0,1,0,0,0,5,1,2,2,0,0,0,33,1,School,High
High,11,3,2,3,1,2,0,1,0,1,0,24,5,1,2,1,0,1,13,0,School,Medium
High,36,12,3,4,0,0,0,0,2,0,0,27,4,1,2,0,2,0,28,1,School,Low
Low,31,41,0,6,1,1,0,1,2,1,2,14,1,0,2,1,1,1,35,1,Higher,Medium
Low,10,48,0,1,1,1,1,1,0,2,1,14,3,1,0,1,2,0,25,1,College,Medium
